name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms,album_popularity
72 Seasons,72 Seasons,2023-04-14,1,4poeu6nUr4UQo1RXpp29Js,spotify:track:4poeu6nUr4UQo1RXpp29Js,4.01E-05,0.193,0.983,0.0375,0.0645,-3.929,0.0591,168.193,0.385,51,459120,59
Shadows Follow,72 Seasons,2023-04-14,2,1XcRSCO0AbSIX4f6z29MFn,spotify:track:1XcRSCO0AbSIX4f6z29MFn,0.000121,0.313,0.979,0.0313,0.261,-3.907,0.0462,178.884,0.678,49,371880,59
Screaming Suicide,72 Seasons,2023-04-14,3,2zSb2Db4kNYH5qIs5V3BgG,spotify:track:2zSb2Db4kNYH5qIs5V3BgG,2.42E-05,0.425,0.972,0.0202,0.239,-3.448,0.045,101.125,0.282,52,330453,59
Sleepwalk My Life Away,72 Seasons,2023-04-14,4,1WjgFpSxwA0Bqyr7hWc3f1,spotify:track:1WjgFpSxwA0Bqyr7hWc3f1,1.73E-05,0.43,0.95,0.0641,0.103,-4.203,0.034,124.931,0.543,44,416066,59
You Must Burn!,72 Seasons,2023-04-14,5,6HMs5zF1uidrx8UHAZdSVe,spotify:track:6HMs5zF1uidrx8UHAZdSVe,0.000122,0.397,0.958,0.0203,0.0378,-3.088,0.0341,85.836,0.416,44,423013,59
Lux Æterna,72 Seasons,2023-04-14,6,18zjwSgYiwu1Meb7Po3tUP,spotify:track:18zjwSgYiwu1Meb7Po3tUP,1.15E-05,0.386,0.996,0.000836,0.116,-2.96,0.0754,130.573,0.188,55,205679,59
Crown of Barbed Wire,72 Seasons,2023-04-14,7,1FdinUvlpQj2nqbzuS7XRw,spotify:track:1FdinUvlpQj2nqbzuS7XRw,2.06E-05,0.437,0.964,0.0411,0.0598,-4.012,0.0367,111.699,0.249,42,349400,59
Chasing Light,72 Seasons,2023-04-14,8,5krkEca0E6k01D2CYvLuZx,spotify:track:5krkEca0E6k01D2CYvLuZx,2.00E-05,0.243,0.982,0.0448,0.421,-3.626,0.0547,182.806,0.652,41,405106,59
If Darkness Had a Son,72 Seasons,2023-04-14,9,3i4Nwzze8zflIoKsuoeBPM,spotify:track:3i4Nwzze8zflIoKsuoeBPM,2.30E-05,0.47,0.945,0.00544,0.0399,-4.378,0.045,123.398,0.379,48,396293,59
Too Far Gone?,72 Seasons,2023-04-14,10,7KdgYr9jNkQO1Au7BGjGLW,spotify:track:7KdgYr9jNkQO1Au7BGjGLW,2.77E-05,0.462,0.99,0.0261,0.0999,-4.134,0.047,96.579,0.492,48,273693,59
Room of Mirrors,72 Seasons,2023-04-14,11,07gm9g5b2LF3XJfYPnsVsj,spotify:track:07gm9g5b2LF3XJfYPnsVsj,1.95E-05,0.263,0.989,0.0535,0.112,-3.45,0.0533,159.332,0.68,42,333706,59
Inamorata,72 Seasons,2023-04-14,12,4q55PFuLhKPB1JT1ZqYhsL,spotify:track:4q55PFuLhKPB1JT1ZqYhsL,0.000289,0.495,0.872,0.00894,0.0626,-4.062,0.0329,120.443,0.308,45,670253,59
The Ecstasy of Gold (Live),S&M2,2020-08-28,1,0L5ZW54haCFM84is0UhLjj,spotify:track:0L5ZW54haCFM84is0UhLjj,0.0741,0.112,0.616,0.303,0.975,-11.209,0.0837,68.481,0.124,31,161053,45
The Call of Ktulu (Live),S&M2,2020-08-28,2,2v0QgowVkLxj9cB1jzj3C0,spotify:track:2v0QgowVkLxj9cB1jzj3C0,5.02E-05,0.226,0.899,0.79,0.552,-8.021,0.0754,133.271,0.0811,30,554413,45
For Whom the Bell Tolls (Live),S&M2,2020-08-28,3,5YPzY1EmlXP7RoPz3dvhY8,spotify:track:5YPzY1EmlXP7RoPz3dvhY8,7.55E-06,0.276,0.949,0.109,0.876,-7.676,0.0867,131.589,0.118,32,276640,45
The Day that Never Comes (Live),S&M2,2020-08-28,4,5bpoBNwWolJcSlZRi3UPHx,spotify:track:5bpoBNwWolJcSlZRi3UPHx,0.000116,0.298,0.917,0.0416,0.906,-9.244,0.0797,136.026,0.231,31,506853,45
The Memory Remains (Live),S&M2,2020-08-28,5,6HniW4lKCUneQnNOFm6Fdw,spotify:track:6HniW4lKCUneQnNOFm6Fdw,0.00225,0.176,0.831,0.00234,0.903,-9.025,0.0638,81.541,0.11,30,342437,45
Confusion (Live),S&M2,2020-08-28,6,40EPUsKIP6KMXy0tkkIhdL,spotify:track:40EPUsKIP6KMXy0tkkIhdL,2.20E-05,0.356,0.969,0.0607,0.972,-7.569,0.0977,126.284,0.216,27,401295,45
Moth Into Flame (Live),S&M2,2020-08-28,7,35YBgQqJmonhnnrukXqZXl,spotify:track:35YBgQqJmonhnnrukXqZXl,1.60E-05,0.324,0.943,0.0117,0.775,-8.036,0.067,93.584,0.209,28,377800,45
The Outlaw Torn (Live),S&M2,2020-08-28,8,5BAcCATD6kFplCbAZXgYTx,spotify:track:5BAcCATD6kFplCbAZXgYTx,2.15E-05,0.328,0.848,0.017,0.976,-8.467,0.0616,126.572,0.338,28,602720,45
No Leaf Clover (Live),S&M2,2020-08-28,9,3GTmmIGmU3htgNun6b1KBX,spotify:track:3GTmmIGmU3htgNun6b1KBX,0.000588,0.212,0.926,0.000747,0.986,-7.362,0.0883,79.408,0.18,33,330106,45
Halo on Fire (Live),S&M2,2020-08-28,10,1gM1LjcNF8mVO15fBVQo99,spotify:track:1gM1LjcNF8mVO15fBVQo99,2.49E-05,0.274,0.91,0.00687,0.844,-7.479,0.079,137.409,0.222,27,497466,45
Intro to Scythian Suite (Live),S&M2,2020-08-28,1,1ow4pOwIbrWbjbEXSYmRkb,spotify:track:1ow4pOwIbrWbjbEXSYmRkb,0.769,0.414,0.558,0,0.736,-16.717,0.782,168.483,0.166,22,316920,45
"Scythian Suite, Opus 20 II: The Enemy God And The Dance Of The Dark Spirits (Live)",S&M2,2020-08-28,2,6Z7Ms0ymWgen8D4hah0aOh,spotify:track:6Z7Ms0ymWgen8D4hah0aOh,0.376,0.437,0.642,0.0027,0.732,-10.793,0.0864,117.358,0.16,22,219240,45
Intro to The Iron Foundry (Live),S&M2,2020-08-28,3,76SKw0cvdN2x1o0Eq3BRcu,spotify:track:76SKw0cvdN2x1o0Eq3BRcu,0.633,0.674,0.374,0,0.895,-17.452,0.854,82.178,0.759,20,62533,45
"The Iron Foundry, Opus 19 (Live)",S&M2,2020-08-28,4,4t8jSEPAKHSRC1Yafv3ZaS,spotify:track:4t8jSEPAKHSRC1Yafv3ZaS,0.00154,0.39,0.72,0.689,0.982,-8.312,0.069,131.626,0.278,23,255972,45
The Unforgiven III (Live),S&M2,2020-08-28,5,7uXDpYQbaGmqjhwXCtvCZL,spotify:track:7uXDpYQbaGmqjhwXCtvCZL,0.676,0.308,0.481,8.23E-06,0.875,-9.719,0.0332,120.242,0.227,35,499093,45
All Within My Hands (Live),S&M2,2020-08-28,6,4kmgecaibuuVDBmlzDO6Du,spotify:track:4kmgecaibuuVDBmlzDO6Du,0.0101,0.323,0.618,2.89E-05,0.926,-8.946,0.0312,115.195,0.171,36,373973,45
(Anesthesia) - Pulling Teeth (Live),S&M2,2020-08-28,7,6quzKzsLpJPFx5gnM8G1f8,spotify:track:6quzKzsLpJPFx5gnM8G1f8,0.226,0.197,0.545,0.726,0.757,-12.236,0.0794,104.678,0.246,25,447586,45
Wherever I May Roam,S&M2,2020-08-28,8,6pdl7XmUY3rPniqV34IhOx,spotify:track:6pdl7XmUY3rPniqV34IhOx,9.88E-06,0.271,0.937,0.0162,0.22,-6.458,0.0715,137.964,0.148,29,392439,45
One (Live),S&M2,2020-08-28,9,0Vrmr1TSHM2GszpPPTYU6P,spotify:track:0Vrmr1TSHM2GszpPPTYU6P,0.00015,0.317,0.868,0.23,0.74,-8.622,0.0684,123.395,0.235,28,563667,45
Master of Puppets (Live),S&M2,2020-08-28,10,0osMS4OWFn1VLNbafufEiP,spotify:track:0osMS4OWFn1VLNbafufEiP,6.64E-06,0.299,0.945,0.00286,0.976,-7.867,0.087,112.79,0.223,28,509986,45
Nothing Else Matters (Live),S&M2,2020-08-28,11,2RvIBAp36T0LLGF59mhZdv,spotify:track:2RvIBAp36T0LLGF59mhZdv,0.0123,0.274,0.648,0.00152,0.977,-8.703,0.0349,75.465,0.0907,29,399600,45
Enter Sandman (Live),S&M2,2020-08-28,12,1iBjmtQV8VFKGrmkXJq2bW,spotify:track:1iBjmtQV8VFKGrmkXJq2bW,0.000348,0.281,0.95,0.0184,0.94,-7.242,0.145,130.205,0.094,33,525759,45
"Disposable Heroes (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",Helping Hands...Live & Acoustic at The Masonic,2019-02-01,1,2AcKy1BQI9I3ApTH42hiJ3,spotify:track:2AcKy1BQI9I3ApTH42hiJ3,0.0226,0.26,0.923,0.0155,0.866,-7.047,0.138,182.566,0.347,22,449595,34
"When A Blind Man Cries (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",Helping Hands...Live & Acoustic at The Masonic,2019-02-01,2,2NekeB2yqC2ZibAYNdncbz,spotify:track:2NekeB2yqC2ZibAYNdncbz,0.0128,0.401,0.641,0,0.458,-8.174,0.0459,77.762,0.279,21,274037,34
"The Unforgiven (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",Helping Hands...Live & Acoustic at The Masonic,2019-02-01,3,6obwpZZlFVablrXylXiZ8O,spotify:track:6obwpZZlFVablrXylXiZ8O,0.0531,0.273,0.844,0.000415,0.385,-7.814,0.12,79.203,0.295,24,439950,34
"Please Don't Judas Me (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",Helping Hands...Live & Acoustic at The Masonic,2019-02-01,4,3JfhXW83sC2StLrHME2gmP,spotify:track:3JfhXW83sC2StLrHME2gmP,0.057,0.384,0.453,7.85E-05,0.115,-11.839,0.0525,137.925,0.234,20,482543,34
"Turn the Page (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",Helping Hands...Live & Acoustic at The Masonic,2019-02-01,5,6fItNaeAd5FAF6kvdA9oQd,spotify:track:6fItNaeAd5FAF6kvdA9oQd,0.028,0.388,0.644,1.20E-05,0.333,-8.978,0.0654,79.721,0.29,23,382256,34
"Bleeding Me (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",Helping Hands...Live & Acoustic at The Masonic,2019-02-01,6,7dlzncZrDLdeP2U7aWfKj5,spotify:track:7dlzncZrDLdeP2U7aWfKj5,0.357,0.348,0.569,0.000133,0.892,-8.249,0.0399,131.17,0.208,21,366292,34
"Veteran of the Psychic Wars (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",Helping Hands...Live & Acoustic at The Masonic,2019-02-01,7,2YYPHHUzqXJYdmVzwvRzv4,spotify:track:2YYPHHUzqXJYdmVzwvRzv4,0.028,0.527,0.721,0.00154,0.443,-8.26,0.0719,99.436,0.503,19,312555,34
"Nothing Else Matters (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",Helping Hands...Live & Acoustic at The Masonic,2019-02-01,8,1vggFRUI00PuzvqjMtXXLX,spotify:track:1vggFRUI00PuzvqjMtXXLX,0.0647,0.289,0.614,0.000152,0.675,-8.096,0.0309,156.734,0.141,23,387776,34
"All Within My Hands (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",Helping Hands...Live & Acoustic at The Masonic,2019-02-01,9,3zPcw0j0aSbO2Sf75Mafwm,spotify:track:3zPcw0j0aSbO2Sf75Mafwm,0.0428,0.369,0.769,6.56E-05,0.792,-8.212,0.0523,117.98,0.195,20,424318,34
"Enter Sandman (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",Helping Hands...Live & Acoustic at The Masonic,2019-02-01,10,1lsH8yRds1QXWp9cGIRtWb,spotify:track:1lsH8yRds1QXWp9cGIRtWb,0.0226,0.372,0.597,0.000372,0.316,-8.992,0.0415,112.233,0.144,21,298981,34
"The Four Horsemen (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",Helping Hands...Live & Acoustic at The Masonic,2019-02-01,11,78sr9HLuorNthIHjh9zWzO,spotify:track:78sr9HLuorNthIHjh9zWzO,0.0133,0.54,0.804,0.0218,0.376,-6.958,0.0505,82.298,0.581,20,212882,34
"Hardwired (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",Helping Hands...Live & Acoustic at The Masonic,2019-02-01,12,1FzfyibQ3SMeZychD5xxlu,spotify:track:1FzfyibQ3SMeZychD5xxlu,0.00739,0.393,0.944,0.0896,0.746,-7.184,0.103,95.926,0.176,33,260969,34
Hardwired,Hardwired…To Self-Destruct,2016-11-18,1,7myke8Id4WyKFlWcRBJdIF,spotify:track:7myke8Id4WyKFlWcRBJdIF,1.15E-05,0.13,0.991,0.00412,0.225,-3.126,0.0604,185.364,0.505,55,191331,55
"Atlas, Rise!",Hardwired…To Self-Destruct,2016-11-18,2,7uSx9pDbxfFsXPyZ4pOm7H,spotify:track:7uSx9pDbxfFsXPyZ4pOm7H,3.28E-05,0.419,0.994,0.0192,0.0784,-3.191,0.0596,95.571,0.41,43,388624,55
Now That We're Dead,Hardwired…To Self-Destruct,2016-11-18,3,01LODLnhlfNphZ366BqKc0,spotify:track:01LODLnhlfNphZ366BqKc0,0.000101,0.566,0.951,0.103,0.266,-3.591,0.0464,128.304,0.345,43,419074,55
Moth Into Flame,Hardwired…To Self-Destruct,2016-11-18,4,5sEcwMeC3QDnSOWlyQyQ3E,spotify:track:5sEcwMeC3QDnSOWlyQyQ3E,3.28E-05,0.169,0.978,0.00395,0.0567,-3.37,0.0657,179.035,0.38,52,350644,55
Dream No More,Hardwired…To Self-Destruct,2016-11-18,5,1GHEFTy1XOzIuqW6MUfyHZ,spotify:track:1GHEFTy1XOzIuqW6MUfyHZ,6.31E-05,0.505,0.947,0.00429,0.0628,-3.476,0.0601,97.615,0.287,36,389597,55
Halo On Fire,Hardwired…To Self-Destruct,2016-11-18,6,38azNLH2JwH4j8zidhY3Po,spotify:track:38azNLH2JwH4j8zidhY3Po,1.31E-05,0.328,0.937,0.00327,0.0627,-3.261,0.0506,124.431,0.228,38,495016,55
Confusion,Hardwired…To Self-Destruct,2016-11-18,1,1yrpGFcLTSafPrbIpc5ov8,spotify:track:1yrpGFcLTSafPrbIpc5ov8,3.06E-05,0.45,0.991,0.0247,0.126,-3.532,0.0656,122.285,0.337,35,401226,55
ManUNkind,Hardwired…To Self-Destruct,2016-11-18,2,7FPfl1TIBufq9AIgDiiqMh,spotify:track:7FPfl1TIBufq9AIgDiiqMh,2.21E-05,0.295,0.941,0.00535,0.098,-4.167,0.0461,136.404,0.354,32,415599,55
Here Comes Revenge,Hardwired…To Self-Destruct,2016-11-18,3,6R3C89dZ2xt8EKDpgPEMFc,spotify:track:6R3C89dZ2xt8EKDpgPEMFc,6.38E-05,0.494,0.98,0.0822,0.136,-3.823,0.0666,131.148,0.315,34,437625,55
Am I Savage?,Hardwired…To Self-Destruct,2016-11-18,4,3LR0MLRmhiPpD15HDWc0uM,spotify:track:3LR0MLRmhiPpD15HDWc0uM,2.10E-05,0.295,0.944,0.000822,0.0735,-3.66,0.0519,144.03,0.236,33,389662,55
Murder One,Hardwired…To Self-Destruct,2016-11-18,5,6bavz6DVogZ45tleQJxlv0,spotify:track:6bavz6DVogZ45tleQJxlv0,2.17E-05,0.445,0.953,0.00251,0.108,-3.359,0.0408,107.222,0.351,34,345277,55
Spit Out the Bone,Hardwired…To Self-Destruct,2016-11-18,6,7MHkweinOceprzkRWIYTTc,spotify:track:7MHkweinOceprzkRWIYTTc,9.25E-06,0.157,0.987,0.0628,0.151,-3.739,0.091,167.949,0.462,44,429198,55
The Ecstasy of Gold,Metallica Through The Never (Music from the Motion Picture),2013,1,2MzaSLi8iFWQQ7fBE3rvDe,spotify:track:2MzaSLi8iFWQQ7fBE3rvDe,0.834,0.124,0.691,0.193,0.964,-7.61,0.0483,97.395,0.151,28,121373,40
Creeping Death (Live),Metallica Through The Never (Music from the Motion Picture),2013,2,3H2wWBP6QXJpOmDKkihBiF,spotify:track:3H2wWBP6QXJpOmDKkihBiF,3.46E-05,0.296,0.953,0.053,0.364,-7.456,0.103,121.442,0.202,30,379013,40
For Whom The Bell Tolls (Live),Metallica Through The Never (Music from the Motion Picture),2013,3,2VzAyholTBTXhkqxNO8YEh,spotify:track:2VzAyholTBTXhkqxNO8YEh,0.000198,0.329,0.912,0.0238,0.739,-7.796,0.094,137.924,0.251,30,279506,40
Fuel (Live),Metallica Through The Never (Music from the Motion Picture),2013,4,7E1lrtRqfZUOFHHlh8yYtE,spotify:track:7E1lrtRqfZUOFHHlh8yYtE,3.71E-05,0.264,0.942,0.000178,0.951,-6.936,0.066,126.268,0.248,29,237426,40
Ride the Lightning (Live),Metallica Through The Never (Music from the Motion Picture),2013,5,1w3r4q8rgcc2WVHZPUuEnO,spotify:track:1w3r4q8rgcc2WVHZPUuEnO,0.000105,0.277,0.933,0.105,0.952,-8.073,0.0565,153.551,0.366,27,414306,40
One (Live),Metallica Through The Never (Music from the Motion Picture),2013,6,24zPBt8eViDHZi8UxmN5rS,spotify:track:24zPBt8eViDHZi8UxmN5rS,0.000592,0.354,0.913,0.323,0.924,-9.649,0.104,130.909,0.144,29,504573,40
The Memory Remains (Live),Metallica Through The Never (Music from the Motion Picture),2013,7,5fQQDsc1SxPYADUTD2EV2N,spotify:track:5fQQDsc1SxPYADUTD2EV2N,0.00422,0.289,0.887,4.09E-05,0.875,-7.15,0.0679,81.819,0.194,26,342800,40
Wherever I May Roam (Live),Metallica Through The Never (Music from the Motion Picture),2013,8,1iH0ZaENhDbWOWesMa8GcY,spotify:track:1iH0ZaENhDbWOWesMa8GcY,0.000321,0.319,0.918,0.0026,0.912,-5.801,0.0506,145.299,0.233,26,378280,40
Cyanide (Live),Metallica Through The Never (Music from the Motion Picture),2013,9,0wbh6SnZE3wMCMuJxg9NNO,spotify:track:0wbh6SnZE3wMCMuJxg9NNO,6.52E-05,0.291,0.935,0.0198,0.948,-6.988,0.0579,140.569,0.287,24,421426,40
...And Justice for All (Live),Metallica Through The Never (Music from the Motion Picture),2013,10,56GEAKYqvZd4FVNIKzFSta,spotify:track:56GEAKYqvZd4FVNIKzFSta,4.95E-05,0.368,0.897,0.0925,0.955,-7.379,0.0395,95.023,0.321,25,557733,40
Master of Puppets (Live),Metallica Through The Never (Music from the Motion Picture),2013,11,41sVWpRzx9EW7qhpPSr3Af,spotify:track:41sVWpRzx9EW7qhpPSr3Af,4.95E-05,0.326,0.947,0.0174,0.965,-7.177,0.0612,116.188,0.283,30,505360,40
Battery (Live),Metallica Through The Never (Music from the Motion Picture),2013,12,6ZXwOCfJ4d3R39fhieeeQS,spotify:track:6ZXwOCfJ4d3R39fhieeeQS,0.000157,0.341,0.982,0.00246,0.412,-6.925,0.126,101.51,0.0833,25,313586,40
Nothing Else Matters (Live),Metallica Through The Never (Music from the Motion Picture),2013,13,1HoBsGG0Ss2Wv5Ky8pkCEf,spotify:track:1HoBsGG0Ss2Wv5Ky8pkCEf,0.0723,0.265,0.658,0.00113,0.659,-6.855,0.0314,163.236,0.06,26,441960,40
Enter Sandman (Live),Metallica Through The Never (Music from the Motion Picture),2013,14,50K1S7dtgGRnsyuAV5NG14,spotify:track:50K1S7dtgGRnsyuAV5NG14,0.00265,0.323,0.914,0.000381,0.953,-7.349,0.0891,139.058,0.185,25,381666,40
Hit The Lights (Live),Metallica Through The Never (Music from the Motion Picture),2013,15,4l5mXDSuZ3cnI6eWQMTOrb,spotify:track:4l5mXDSuZ3cnI6eWQMTOrb,3.96E-05,0.231,0.908,0.0626,0.89,-7.77,0.0772,166.523,0.429,22,279866,40
Orion (Live),Metallica Through The Never (Music from the Motion Picture),2013,16,2FUf1dlkvcgKOiKpMIOl2j,spotify:track:2FUf1dlkvcgKOiKpMIOl2j,0.00124,0.29,0.76,0.924,0.0544,-8.37,0.0427,166.573,0.477,30,506880,40
Brandenburg Gate,Lulu,2011-11-01,1,3UqG4RqBe5fsjqDu2iBZK2,spotify:track:3UqG4RqBe5fsjqDu2iBZK2,0.0233,0.334,0.779,0,0.168,-3.981,0.0508,122.705,0.282,20,259720,25
The View,Lulu,2011-11-01,2,77o1A0eBvU3UfC8u4GG8XT,spotify:track:77o1A0eBvU3UfC8u4GG8XT,0.000338,0.252,0.919,0,0.107,-2.949,0.0701,74.158,0.3,20,317466,25
Pumping Blood,Lulu,2011-11-01,3,1yDaWE3SArHmIl8khKAWd7,spotify:track:1yDaWE3SArHmIl8khKAWd7,0.00533,0.328,0.902,3.88E-05,0.152,-5.125,0.132,135.223,0.271,17,444133,25
Mistress Dread,Lulu,2011-11-01,4,5NSSeFthY3wqM8gsen1gWL,spotify:track:5NSSeFthY3wqM8gsen1gWL,0.000221,0.259,0.978,0.00632,0.177,-4.611,0.102,102.939,0.0488,17,411493,25
Iced Honey,Lulu,2011-11-01,5,0vtI6MH88W7sia4QfxYsXh,spotify:track:0vtI6MH88W7sia4QfxYsXh,0.00561,0.417,0.912,0,0.0957,-3.475,0.0645,116.098,0.43,15,275946,25
Cheat on Me,Lulu,2011-11-01,6,2xFILWNlp8tKNKVpCXjWKA,spotify:track:2xFILWNlp8tKNKVpCXjWKA,0.0089,0.352,0.715,0.00215,0.128,-5.552,0.0465,103.433,0.0421,13,686266,25
Frustration,Lulu,2011-11-01,7,1JNbkaRDu7tDxxtTX1Ij5U,spotify:track:1JNbkaRDu7tDxxtTX1Ij5U,0.00106,0.309,0.742,0.0427,0.135,-5.274,0.116,173.88,0.152,17,513973,25
Little Dog,Lulu,2011-11-01,8,3tdBx6sRWZgnniLrz7ZVms,spotify:track:3tdBx6sRWZgnniLrz7ZVms,0.845,0.393,0.192,0.0256,0.112,-17.568,0.035,116.367,0.161,13,481680,25
Dragon,Lulu,2011-11-01,9,5ZrehhPyYi7KgzUCYiaEFC,spotify:track:5ZrehhPyYi7KgzUCYiaEFC,0.00576,0.374,0.91,0.000143,0.142,-4.993,0.121,121.713,0.0999,13,668173,25
Junior Dad,Lulu,2011-11-01,10,2zg2zQsXs0o6hCH9MTkZzw,spotify:track:2zg2zQsXs0o6hCH9MTkZzw,0.0196,0.253,0.248,0.597,0.111,-9.062,0.0355,112.217,0.0698,15,1168906,25
That Was Just Your Life,Death Magnetic,2008-09-12,1,2otSugsyrMFRi7ohdeB635,spotify:track:2otSugsyrMFRi7ohdeB635,0.000577,0.251,0.994,0.0018,0.0898,-2.29,0.109,189.891,0.361,41,428320,57
The End Of The Line,Death Magnetic,2008-09-12,2,3KFtAMirz8dF1gApXdWMRf,spotify:track:3KFtAMirz8dF1gApXdWMRf,0.000115,0.335,0.985,0.000807,0.135,-2.383,0.0921,106.552,0.202,40,472360,57
"Broken, Beat & Scarred",Death Magnetic,2008-09-12,3,5xABQiiRBuVWsL9zamoj1G,spotify:track:5xABQiiRBuVWsL9zamoj1G,4.90E-05,0.323,0.982,0.00415,0.237,-1.459,0.0869,121.895,0.48,40,385466,57
The Day That Never Comes,Death Magnetic,2008-09-12,4,2gqzkEF88vMclfRZEIOnQO,spotify:track:2gqzkEF88vMclfRZEIOnQO,0.000114,0.334,0.986,0.0353,0.0805,-1.046,0.0576,124.668,0.48,57,476266,57
All Nightmare Long,Death Magnetic,2008-09-12,5,5w3TTTAo6DIEjQYO3vKZq0,spotify:track:5w3TTTAo6DIEjQYO3vKZq0,0.000568,0.271,0.985,0.00112,0.0809,-0.805,0.123,182.981,0.354,51,477013,57
Cyanide,Death Magnetic,2008-09-12,6,2LfonCFEOzFedikP12rTeo,spotify:track:2LfonCFEOzFedikP12rTeo,0.000119,0.313,0.993,0.000335,0.303,-0.463,0.0751,129.255,0.497,45,399546,57
The Unforgiven III,Death Magnetic,2008-09-12,7,6guXhXMAHU4QYaEsobnS6v,spotify:track:6guXhXMAHU4QYaEsobnS6v,0.00203,0.298,0.766,3.84E-06,0.117,-3.485,0.0347,121.555,0.0923,52,466586,57
The Judas Kiss,Death Magnetic,2008-09-12,8,3XLnsk7Xs7ONROfmWTB58u,spotify:track:3XLnsk7Xs7ONROfmWTB58u,0.000444,0.412,0.975,0.00325,0.0387,-0.974,0.0719,88.673,0.465,37,480760,57
Suicide & Redemption,Death Magnetic,2008-09-12,9,0rd4qVsMPD8YtAZEpsalT6,spotify:track:0rd4qVsMPD8YtAZEpsalT6,4.78E-05,0.256,0.955,0.836,0.0877,-2.224,0.0733,164.397,0.396,38,597720,57
My Apocalypse,Death Magnetic,2008-09-12,10,6qIleHbUTXcGfBfQ8h0R2n,spotify:track:6qIleHbUTXcGfBfQ8h0R2n,0.000199,0.262,0.993,0.00182,0.0962,-1.27,0.199,199.915,0.279,38,301013,57
Some Kind Of Monster,Some Kind Of Monster (Live),2004-07-13,1,6ji9oUOQtCWGLra4XoY5dQ,spotify:track:6ji9oUOQtCWGLra4XoY5dQ,0.000475,0.337,0.938,0.238,0.186,-5.266,0.0532,105.377,0.648,21,505546,23
The Four Horsemen - Live,Some Kind Of Monster (Live),2004-07-13,2,6rwAQ8iEabmTCgjEJsDbPw,spotify:track:6rwAQ8iEabmTCgjEJsDbPw,9.28E-05,0.408,0.988,0.00448,0.353,-3.068,0.0526,110.817,0.33,15,320586,23
"Damage, Inc. - Live",Some Kind Of Monster (Live),2004-07-13,3,1lRDIwSH5N1h3UwTGG2yyu,spotify:track:1lRDIwSH5N1h3UwTGG2yyu,5.29E-05,0.306,0.98,0.0291,0.857,-3.478,0.0623,98.824,0.35,13,299240,23
Leper Messiah - Live,Some Kind Of Monster (Live),2004-07-13,4,5wxO3w2Jh1QyxwDogm5aWE,spotify:track:5wxO3w2Jh1QyxwDogm5aWE,7.25E-05,0.37,0.97,0.015,0.869,-3.139,0.0558,139.831,0.462,14,355680,23
Motorbreath - Live,Some Kind Of Monster (Live),2004-07-13,5,5xST97rDkmTG1kErXfvkl6,spotify:track:5xST97rDkmTG1kErXfvkl6,0.000897,0.367,0.994,8.44E-05,0.616,-2.761,0.113,101.632,0.363,12,199933,23
Ride The Lightning - Live,Some Kind Of Monster (Live),2004-07-13,6,4eTsF6IJzeuBoIlRVXQsm7,spotify:track:4eTsF6IJzeuBoIlRVXQsm7,3.69E-05,0.29,0.989,0.113,0.966,-2.908,0.0583,150.965,0.528,14,400920,23
Hit The Lights - Live,Some Kind Of Monster (Live),2004-07-13,7,1PumZzDzB0IA84mgDxLzc8,spotify:track:1PumZzDzB0IA84mgDxLzc8,9.97E-05,0.26,0.993,0.212,0.916,-2.589,0.137,164.085,0.391,12,252360,23
Some Kind Of Monster - Edit,Some Kind Of Monster (Live),2004-07-13,8,5gRty0VvZthglRgdfnyYiD,spotify:track:5gRty0VvZthglRgdfnyYiD,0.00017,0.393,0.895,0.00386,0.208,-3.483,0.073,105.332,0.421,20,256746,23
Frantic,St. Anger,2003-06-05,1,09NpqcWK5TLI86HbHv3N0L,spotify:track:09NpqcWK5TLI86HbHv3N0L,0.00497,0.483,0.978,0.125,0.0782,-3.063,0.0882,161.764,0.563,43,350360,50
St. Anger,St. Anger,2003-06-05,2,3fOc9x06lKJBhz435mInlH,spotify:track:3fOc9x06lKJBhz435mInlH,0.00131,0.249,0.949,0.0228,0.0953,-2.642,0.0678,185.252,0.498,52,441133,50
Some Kind Of Monster,St. Anger,2003-06-05,3,3mNOQhKgWNgtWIq4SGND8j,spotify:track:3mNOQhKgWNgtWIq4SGND8j,0.000475,0.337,0.938,0.238,0.186,-5.266,0.0532,105.377,0.648,39,505546,50
Dirty Window,St. Anger,2003-06-05,4,6BW7c1H0hOJ83lcKTbUR47,spotify:track:6BW7c1H0hOJ83lcKTbUR47,0.0121,0.366,0.981,0.000136,0.386,-4.234,0.0843,127.454,0.439,35,324906,50
