name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms,album_popularity
"Justice Medley (Eye of the Beholder, Blackened, The Frayed Ends of Sanity & ...And Justice for All) (Live in Mexico City)",Live S**t: Binge & Purge,1993-11-23,8,1v7CRxkZCDYFTBbHkWxPen,spotify:track:1v7CRxkZCDYFTBbHkWxPen,0.000118,0.236,0.987,0.00653,0.981,-5.473,0.236,90.337,0.0759,27,578373,42
Solos (Bass/Guitar) (Live in Mexico City),Live S**t: Binge & Purge,1993-11-23,9,66huunYSa95tT6yNOGZpE6,spotify:track:66huunYSa95tT6yNOGZpE6,0.0684,0.223,0.756,0.316,0.372,-12.954,0.126,130.459,0.198,22,1128800,42
Through The Never (Live in Mexico City),Live S**t: Binge & Purge,1993-11-23,10,6EA543paJpFe3GJPop7Mt9,spotify:track:6EA543paJpFe3GJPop7Mt9,6.39e-05,0.378,0.991,0.00111,0.8,-6.311,0.122,108.093,0.06,23,226933,42
For Whom The Bell Tolls (Live in Mexico City),Live S**t: Binge & Purge,1993-11-23,11,1tbYyV4OLzESYAnQVrfafv,spotify:track:1tbYyV4OLzESYAnQVrfafv,4.76e-05,0.265,0.959,0.14,0.977,-7.885,0.125,128.292,0.0916,28,348333,42
Fade To Black (Live in Mexico City),Live S**t: Binge & Purge,1993-11-23,12,5fZkqUeHwq2wKloT4Xha0S,spotify:track:5fZkqUeHwq2wKloT4Xha0S,9.09e-05,0.247,0.907,0.0102,0.986,-8.319,0.116,115.737,0.19,28,432333,42
Master Of Puppets (Live in Mexico City),Live S**t: Binge & Purge,1993-11-23,13,6JUnhPGCcauwmkmDRnfZJA,spotify:track:6JUnhPGCcauwmkmDRnfZJA,0.000199,0.309,0.979,0.000491,0.73,-6.928,0.169,109.053,0.12,27,275333,42
Seek & Destroy (Live in Mexico City),Live S**t: Binge & Purge,1993-11-23,14,4KNmrguOd4soanvj33WTuT,spotify:track:4KNmrguOd4soanvj33WTuT,3.99e-05,0.257,0.968,0.0218,0.803,-5.996,0.123,156.881,0.219,28,1088333,42
Whiplash (Live in Mexcio City),Live S**t: Binge & Purge,1993-11-23,15,4MNXN43j4bEHxypCxPjA6F,spotify:track:4MNXN43j4bEHxypCxPjA6F,3.64e-05,0.351,0.96,0.0154,0.985,-7.31,0.172,93.457,0.148,25,333666,42
Nothing Else Matters (Live in Mexico CIty),Live S**t: Binge & Purge,1993-11-23,16,3aHsyt4NnRzrW2bYutgN9d,spotify:track:3aHsyt4NnRzrW2bYutgN9d,0.0133,0.289,0.725,0.00617,0.924,-8.086,0.0375,147.532,0.157,25,381666,42
Wherever I May Roam (Live in Mexico City),Live S**t: Binge & Purge,1993-11-23,17,0zgKVOUaarAxAFFdEUu9F8,spotify:track:0zgKVOUaarAxAFFdEUu9F8,6.52e-05,0.225,0.964,0.00497,0.77,-6.113,0.127,140.39,0.118,25,392573,42
Am I Evil? (Live in Mexico City),Live S**t: Binge & Purge,1993-11-23,18,7CtTnD577jekH458V0Uf3P,spotify:track:7CtTnD577jekH458V0Uf3P,0.000996,0.217,0.98,0.00867,0.639,-7.567,0.144,148.533,0.053,23,341693,42
Last Caress (Live in Mexico City),Live S**t: Binge & Purge,1993-11-23,19,3MBgkMQODYxw15yoKe5jVz,spotify:track:3MBgkMQODYxw15yoKe5jVz,0.000228,0.347,0.981,2.74e-06,0.45,-6.531,0.0864,107.966,0.182,23,84773,42
One (Live in Mexico City),Live S**t: Binge & Purge,1993-11-23,20,0TOGRpIH1MOk4IZ0oeb1Lq,spotify:track:0TOGRpIH1MOk4IZ0oeb1Lq,4.25e-05,0.297,0.964,0.781,0.984,-8.415,0.149,126.518,0.088,25,627000,42
Battery (Live in Mexico City),Live S**t: Binge & Purge,1993-11-23,21,0jHMxIoV5kZOeL1hJzCrQi,spotify:track:0jHMxIoV5kZOeL1hJzCrQi,2.01e-05,0.274,0.964,0.0337,0.979,-7.869,0.174,103.332,0.114,22,604866,42
The Four Horsemen (Live in Mexico City),Live S**t: Binge & Purge,1993-11-23,22,5NvNNr4IlBXbonQ07gZZDH,spotify:track:5NvNNr4IlBXbonQ07gZZDH,2.63e-05,0.379,0.92,0.0188,0.989,-8.283,0.103,110.934,0.127,22,367733,42
Motorbreath (Live in Mexico City),Live S**t: Binge & Purge,1993-11-23,23,3kErlnWMLD7rg6IWfST8Yd,spotify:track:3kErlnWMLD7rg6IWfST8Yd,9.2e-06,0.221,0.924,0.264,0.445,-8.179,0.118,99.133,0.13,20,194426,42
Stone Cold Crazy (Live in Mexico City),Live S**t: Binge & Purge,1993-11-23,24,5p3hyJFgz56jj4FozxuWkV,spotify:track:5p3hyJFgz56jj4FozxuWkV,0.00182,0.247,0.99,0.0892,0.616,-7.098,0.231,125.917,0.0382,21,332200,42
Enter Sandman (Remastered),Metallica (Remastered),1991-08-12,1,3VqHuw0wFlIHcIPWkhIbdQ,spotify:track:3VqHuw0wFlIHcIPWkhIbdQ,0.00277,0.566,0.834,0.008,0.0625,-8.412,0.0298,123.296,0.621,76,331560,75
Sad But True (Remastered),Metallica (Remastered),1991-08-12,2,5UaDi8KzCGJqFfVAOBfXhi,spotify:track:5UaDi8KzCGJqFfVAOBfXhi,0.000926,0.624,0.876,0.00164,0.0561,-6.005,0.0342,89.24,0.453,66,324600,75
Holier Than Thou (Remastered),Metallica (Remastered),1991-08-12,3,5VJ05rDJ2O4cECGNbWPi64,spotify:track:5VJ05rDJ2O4cECGNbWPi64,0.00178,0.458,0.97,0.272,0.0826,-5.915,0.0408,172.123,0.342,52,227573,75
The Unforgiven (Remastered),Metallica (Remastered),1991-08-12,4,7lwvxYumAEo10lzAplRGXM,spotify:track:7lwvxYumAEo10lzAplRGXM,0.0184,0.531,0.583,0.00624,0.255,-9.47,0.0256,139.503,0.207,65,387160,75
Wherever I May Roam (Remastered),Metallica (Remastered),1991-08-12,5,745sNpjWbAxo2MA2zSYbyD,spotify:track:745sNpjWbAxo2MA2zSYbyD,0.000646,0.539,0.834,0.000516,0.119,-7.459,0.0364,131.383,0.339,65,404333,75
Don't Tread on Me (Remastered),Metallica (Remastered),1991-08-12,6,0u9ORuO4xOQY5SHxNcvCnV,spotify:track:0u9ORuO4xOQY5SHxNcvCnV,0.0068,0.655,0.882,0.00297,0.259,-6.471,0.0491,108.019,0.678,57,240160,75
Through the Never (Remastered),Metallica (Remastered),1991-08-12,7,0Nl9491E3l4mDUBlHhuWpD,spotify:track:0Nl9491E3l4mDUBlHhuWpD,0.0109,0.384,0.95,0.351,0.139,-5.943,0.0546,94.266,0.482,51,244533,75
Nothing Else Matters (Remastered),Metallica (Remastered),1991-08-12,8,2CtemffYhT0DJWcT1XW047,spotify:track:2CtemffYhT0DJWcT1XW047,0.0522,0.547,0.394,6.4e-06,0.0795,-9.793,0.0262,142.37,0.17,70,388733,75
Of Wolf and Man (Remastered),Metallica (Remastered),1991-08-12,9,55bio2ZtgCnUWsbANOEETT,spotify:track:55bio2ZtgCnUWsbANOEETT,0.000988,0.605,0.792,0.0382,0.0852,-6.87,0.0366,121.768,0.47,51,256573,75
The God That Failed (Remastered),Metallica (Remastered),1991-08-12,10,1O0GYt4Kak2eU6GXJuSYot,spotify:track:1O0GYt4Kak2eU6GXJuSYot,0.000451,0.551,0.813,0.000123,0.174,-6.406,0.0363,83.046,0.431,50,308506,75
My Friend of Misery (Remastered),Metallica (Remastered),1991-08-12,11,6e9oTF6tSrSReHI6IcHZef,spotify:track:6e9oTF6tSrSReHI6IcHZef,0.000235,0.567,0.855,0.00714,0.1,-7.623,0.0355,119.513,0.329,50,409666,75
The Struggle Within (Remastered),Metallica (Remastered),1991-08-12,12,4r0gODFlBlIZ12NsNf38qf,spotify:track:4r0gODFlBlIZ12NsNf38qf,0.0014,0.466,0.944,0.0289,0.236,-6.498,0.0514,98.766,0.505,46,232648,75
Enter Sandman (Remastered),Metallica (Remastered Deluxe Box Set),1991-08-12,1,18L6LjRgI7Uzw17NySgJgg,spotify:track:18L6LjRgI7Uzw17NySgJgg,0.00277,0.566,0.834,0.008,0.0625,-8.412,0.0298,123.296,0.621,43,331560,49
Sad But True (Remastered),Metallica (Remastered Deluxe Box Set),1991-08-12,2,6jhvx4ZUZ6yzeTZCJIfpnv,spotify:track:6jhvx4ZUZ6yzeTZCJIfpnv,0.000926,0.624,0.876,0.00164,0.0561,-6.005,0.0342,89.24,0.453,37,324600,49
Holier Than Thou (Remastered),Metallica (Remastered Deluxe Box Set),1991-08-12,3,2ELuSVgdfyesFpPhrsPVK8,spotify:track:2ELuSVgdfyesFpPhrsPVK8,0.00178,0.458,0.97,0.272,0.0826,-5.915,0.0408,172.123,0.342,29,227573,49
The Unforgiven (Remastered),Metallica (Remastered Deluxe Box Set),1991-08-12,4,72mHGBRwdCbOREeggrqTyv,spotify:track:72mHGBRwdCbOREeggrqTyv,0.0184,0.531,0.583,0.00624,0.255,-9.47,0.0256,139.503,0.207,35,387160,49
Wherever I May Roam (Remastered),Metallica (Remastered Deluxe Box Set),1991-08-12,5,5oBppWiYjmniKzIQbu5pwA,spotify:track:5oBppWiYjmniKzIQbu5pwA,0.000646,0.539,0.834,0.000516,0.119,-7.459,0.0364,131.383,0.339,38,404333,49
Don't Tread on Me (Remastered),Metallica (Remastered Deluxe Box Set),1991-08-12,6,67WPHiwC4j5G6KOzPeCIJ6,spotify:track:67WPHiwC4j5G6KOzPeCIJ6,0.0068,0.655,0.882,0.00297,0.259,-6.471,0.0491,108.019,0.678,30,240160,49
Through the Never (Remastered),Metallica (Remastered Deluxe Box Set),1991-08-12,7,6k64F5PfrY3XUq8dfzggov,spotify:track:6k64F5PfrY3XUq8dfzggov,0.0109,0.384,0.95,0.351,0.139,-5.943,0.0546,94.266,0.482,28,244533,49
Nothing Else Matters (Remastered),Metallica (Remastered Deluxe Box Set),1991-08-12,8,387HyFFE8BOAi7lv9tIUJP,spotify:track:387HyFFE8BOAi7lv9tIUJP,0.0522,0.547,0.394,6.4e-06,0.0795,-9.793,0.0262,142.37,0.17,37,388733,49
Of Wolf and Man (Remastered),Metallica (Remastered Deluxe Box Set),1991-08-12,9,0KZQbZkAMctXVhVnMZrqEU,spotify:track:0KZQbZkAMctXVhVnMZrqEU,0.000988,0.605,0.792,0.0382,0.0852,-6.87,0.0366,121.768,0.47,28,256573,49
The God That Failed (Remastered),Metallica (Remastered Deluxe Box Set),1991-08-12,10,4I5GURjkqllXIFHcRKdk8m,spotify:track:4I5GURjkqllXIFHcRKdk8m,0.000451,0.551,0.813,0.000123,0.174,-6.406,0.0363,83.046,0.431,27,308506,49
My Friend of Misery (Remastered),Metallica (Remastered Deluxe Box Set),1991-08-12,11,1oKNxGzv9mPjSW26I9BpXs,spotify:track:1oKNxGzv9mPjSW26I9BpXs,0.000235,0.567,0.855,0.00714,0.1,-7.623,0.0355,119.513,0.329,27,409666,49
The Struggle Within (Remastered),Metallica (Remastered Deluxe Box Set),1991-08-12,12,4S3mvxD4exlKZJQamK6iUV,spotify:track:4S3mvxD4exlKZJQamK6iUV,0.0014,0.466,0.944,0.0289,0.236,-6.498,0.0514,98.766,0.505,24,232648,49
"Enter Sandman (Live at Wembley Stadium, London, England - April 20th, 1992)",Metallica (Remastered Deluxe Box Set),1991-08-12,1,0NY85Z6e239hIONzjYBhl2,spotify:track:0NY85Z6e239hIONzjYBhl2,0.000187,0.32,0.931,0.000148,0.737,-8.883,0.103,132.763,0.16,19,418677,49
"Sad But True (Live at Wembley Stadium, London, England - April 20th, 1992)",Metallica (Remastered Deluxe Box Set),1991-08-12,2,5FJEzMV5tJmERh7FLc4XpQ,spotify:track:5FJEzMV5tJmERh7FLc4XpQ,2.73e-05,0.405,0.828,0.00349,0.766,-8.334,0.0406,92.639,0.315,17,334362,49
"Nothing Else Matters (Live at Wembley Stadium, London, England - April 20th, 1992)",Metallica (Remastered Deluxe Box Set),1991-08-12,3,39l8SqIp4Ig6mrxlIOTSpI,spotify:track:39l8SqIp4Ig6mrxlIOTSpI,0.00166,0.31,0.575,0.000773,0.996,-8.737,0.0283,140.001,0.125,17,383747,49
The Ecstasy of Gold - live,Metallica (Remastered Deluxe Box Set),1991-08-12,1,4Z0YuKJ7gdaKUfrwQBYe2a,spotify:track:4Z0YuKJ7gdaKUfrwQBYe2a,0.0227,0.199,0.623,0.517,0.903,-13.832,0.078,98.018,0.103,0,113509,49
"Enter Sandman (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",Metallica (Remastered Deluxe Box Set),1991-08-12,2,1KogAwAyqXzHwuEXiURTdY,spotify:track:1KogAwAyqXzHwuEXiURTdY,1.64e-05,0.369,0.945,0.017,0.62,-7.166,0.0734,130.173,0.241,30,321413,49
"Creeping Death (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",Metallica (Remastered Deluxe Box Set),1991-08-12,3,2QrsAhWpG7BPLRlBCqLq64,spotify:track:2QrsAhWpG7BPLRlBCqLq64,3.81e-06,0.246,0.946,0.279,0.769,-7.894,0.0995,105.189,0.211,28,477249,49
"Harvester of Sorrow (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",Metallica (Remastered Deluxe Box Set),1991-08-12,4,6kGNRqVageQZ4lqz3ZuR7i,spotify:track:6kGNRqVageQZ4lqz3ZuR7i,1.69e-05,0.37,0.952,0.0337,0.503,-7.807,0.0963,91.357,0.124,26,423636,49
"Fade to Black (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",Metallica (Remastered Deluxe Box Set),1991-08-12,5,1rdITZdwzbYf1pZRicSeSR,spotify:track:1rdITZdwzbYf1pZRicSeSR,3.03e-05,0.253,0.864,0.183,0.995,-7.647,0.0778,104.262,0.218,23,464580,49
"Sad But True (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",Metallica (Remastered Deluxe Box Set),1991-08-12,6,26s6kEXgpSgKKzRzngLUjW,spotify:track:26s6kEXgpSgKKzRzngLUjW,2.76e-05,0.357,0.913,0.00774,0.991,-7.715,0.0758,90.159,0.32,22,360794,49
"Master of Puppets (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",Metallica (Remastered Deluxe Box Set),1991-08-12,7,6gk5MNMQWzu6yYOHph8J6t,spotify:track:6gk5MNMQWzu6yYOHph8J6t,5.59e-06,0.342,0.952,0.000464,0.64,-8.015,0.0899,101.502,0.27,24,254412,49
"Seek & Destroy (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",Metallica (Remastered Deluxe Box Set),1991-08-12,8,2apeOzsdnS32gzx20RMmGD,spotify:track:2apeOzsdnS32gzx20RMmGD,9.05e-06,0.307,0.921,0.0767,0.748,-8.259,0.0919,140.229,0.346,24,477574,49
"For Whom the Bell Tolls (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",Metallica (Remastered Deluxe Box Set),1991-08-12,9,55nNfVarrhMWVR7PpBjcAD,spotify:track:55nNfVarrhMWVR7PpBjcAD,1.71e-05,0.297,0.904,0.0217,0.314,-8.092,0.0606,118.209,0.259,24,348370,49
"One (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",Metallica (Remastered Deluxe Box Set),1991-08-12,10,0ikFrxr3g0L0n0dGHzj6KW,spotify:track:0ikFrxr3g0L0n0dGHzj6KW,1.72e-05,0.331,0.892,0.287,0.992,-8.508,0.0721,112.565,0.223,22,494559,49
"Whiplash (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",Metallica (Remastered Deluxe Box Set),1991-08-12,11,3NzrtbSl9qtH6JUg5ZtHnb,spotify:track:3NzrtbSl9qtH6JUg5ZtHnb,3.35e-05,0.166,0.933,0.119,0.964,-8.222,0.214,172.07,0.14,20,341937,49
"Encore Jam (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",Metallica (Remastered Deluxe Box Set),1991-08-12,12,0fjUjIV9od1CxTkX9SfeH5,spotify:track:0fjUjIV9od1CxTkX9SfeH5,3.51e-05,0.272,0.925,0.752,0.54,-9.245,0.119,80.813,0.183,15,89581,49
"Last Caress (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",Metallica (Remastered Deluxe Box Set),1991-08-12,13,1yUFwnC9jFt5jHCMcZ33oW,spotify:track:1yUFwnC9jFt5jHCMcZ33oW,3.62e-06,0.339,0.962,3.11e-05,0.846,-7.399,0.0838,102.905,0.387,18,87620,49
"Am I Evil? (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",Metallica (Remastered Deluxe Box Set),1991-08-12,14,38DONsSceGrdhvEPmLiYY5,spotify:track:38DONsSceGrdhvEPmLiYY5,1.76e-05,0.265,0.942,0.031,0.231,-7.652,0.102,143.743,0.262,19,284356,49
"Battery (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",Metallica (Remastered Deluxe Box Set),1991-08-12,15,7J1NFOjlsvP7b5C4759W5G,spotify:track:7J1NFOjlsvP7b5C4759W5G,5.93e-05,0.194,0.965,0.062,0.712,-8.487,0.143,98.22,0.0433,19,433528,49
The Unforgiven (From James' Riff Tapes),Metallica (Remastered Deluxe Box Set),1991-08-12,1,4EKbpXkm3L52RvBwuJucDA,spotify:track:4EKbpXkm3L52RvBwuJucDA,0.96,0.511,0.2,0.964,0.102,-17.446,0.0392,144.061,0.508,14,68145,49
Nothing Else Matters (From James' Riff Tapes),Metallica (Remastered Deluxe Box Set),1991-08-12,2,0aUk07mi8j2rOJl2ey0gcl,spotify:track:0aUk07mi8j2rOJl2ey0gcl,0.855,0.309,0.0783,0.432,0.112,-16.269,0.0296,78.862,0.0395,14,294995,49
Sad But True (From James' Riff Tapes),Metallica (Remastered Deluxe Box Set),1991-08-12,3,4Mzrdv7d86FvptV2kwToTo,spotify:track:4Mzrdv7d86FvptV2kwToTo,0.065,0.412,0.516,0.975,0.332,-14.908,0.0405,104.005,0.463,10,55716,49
Holier Than Thou (From James' Riff Tapes),Metallica (Remastered Deluxe Box Set),1991-08-12,4,5i7OuwJP9kpkFJx19UMv9m,spotify:track:5i7OuwJP9kpkFJx19UMv9m,0.175,0.386,0.641,0.971,0.19,-15.416,0.0539,83.733,0.63,9,107709,49
Don't Tread on Me (From James' Riff Tapes),Metallica (Remastered Deluxe Box Set),1991-08-12,5,0ud3p55ihgw4SkojUjZIlu,spotify:track:0ud3p55ihgw4SkojUjZIlu,0.311,0.212,0.182,0.941,0.393,-15.255,0.0339,160.181,0.375,8,72986,49
The Unforgiven (From James' Riff Tapes II),Metallica (Remastered Deluxe Box Set),1991-08-12,6,2IU98kBgveFamHtrnc1FzE,spotify:track:2IU98kBgveFamHtrnc1FzE,0.106,0.216,0.356,0.97,0.311,-12.565,0.0471,113.621,0,0,21927,49
The Struggle Within (From James' Riff Tapes),Metallica (Remastered Deluxe Box Set),1991-08-12,7,2zkXZqtAuTOzuqBERZHB34,spotify:track:2zkXZqtAuTOzuqBERZHB34,0.627,0.209,0.347,0.943,0.141,-14.853,0.031,77.644,0.273,8,92320,49
The Unforgiven (From James' Riff Tapes III),Metallica (Remastered Deluxe Box Set),1991-08-12,8,1MlKlEtXrsoefNAhMtqKaX,spotify:track:1MlKlEtXrsoefNAhMtqKaX,0.833,0.523,0.31,0.827,0.119,-16.972,0.0508,145.402,0.0943,8,130248,49
The God That Failed (From James' Riff Tapes),Metallica (Remastered Deluxe Box Set),1991-08-12,9,1x9VDFmmsj1shvRTi2S2SZ,spotify:track:1x9VDFmmsj1shvRTi2S2SZ,0.984,0.426,0.396,0.978,0.139,-19.027,0.0544,85.728,0.746,9,43017,49
Wherever I May Roam (From James' Riff Tapes),Metallica (Remastered Deluxe Box Set),1991-08-12,10,4DwtDedrMEA4HALW5pQpzW,spotify:track:4DwtDedrMEA4HALW5pQpzW,0.967,0.264,0.112,0.96,0.138,-20.88,0.04,79.842,0.643,0,25082,49
Enter Sandman (From Kirk's Riff Tapes),Metallica (Remastered Deluxe Box Set),1991-08-12,11,4lv9FyeRWlfMm80fQE38dX,spotify:track:4lv9FyeRWlfMm80fQE38dX,0.527,0.278,0.526,0.421,0.121,-16.999,0.0521,122.087,0.341,10,71684,49
Through the Never (From Kirk's Riff Tapes),Metallica (Remastered Deluxe Box Set),1991-08-12,12,64FkZlw4cpRICJuFrblNKK,spotify:track:64FkZlw4cpRICJuFrblNKK,0.000208,0.424,0.603,0.69,0.327,-17.081,0.0468,102.589,0.528,8,87025,49
Of Wolf and Man (From Kirk's Riff Tapes),Metallica (Remastered Deluxe Box Set),1991-08-12,13,70KqsRCvdYnqZEPGjKqsHg,spotify:track:70KqsRCvdYnqZEPGjKqsHg,0.000599,0.381,0.571,0.899,0.0452,-16.844,0.0529,142.656,0.663,9,30072,49
Enter Sandman (From Kirk's Riff Tapes II),Metallica (Remastered Deluxe Box Set),1991-08-12,14,0pPMDx0QZbS8KGfJ0IELl1,spotify:track:0pPMDx0QZbS8KGfJ0IELl1,9.35e-05,0.438,0.475,0.878,0.0898,-19.156,0.066,131.888,0.236,9,40121,49
My Friend of Misery (From Jason's Riff Tapes),Metallica (Remastered Deluxe Box Set),1991-08-12,15,7mrTVzYEuH7s1PoYFdWUdq,spotify:track:7mrTVzYEuH7s1PoYFdWUdq,0.874,0.75,0.21,0.942,0.111,-19.358,0.0368,109.65,0.499,19,277892,49
"Enter Sandman (July 6th, 1990, Writing in Progress)",Metallica (Remastered Deluxe Box Set),1991-08-12,16,53SKz7mwuWz4HBpwOhcDYb,spotify:track:53SKz7mwuWz4HBpwOhcDYb,0.00167,0.534,0.932,0.472,0.158,-11.336,0.0453,127.981,0.345,10,94015,49
"Sad But True (July 6th, 1990, Writing in Progress)",Metallica (Remastered Deluxe Box Set),1991-08-12,17,20upmVYwfFGFMO3H9k5uNs,spotify:track:20upmVYwfFGFMO3H9k5uNs,1.48e-05,0.404,0.853,0.575,0.317,-11.975,0.043,102.554,0.545,12,120008,49
"The God That Failed (July 6th, 1990, Writing in Progress)",Metallica (Remastered Deluxe Box Set),1991-08-12,18,1SIv193V7uNTl0eU6pyGu1,spotify:track:1SIv193V7uNTl0eU6pyGu1,3.78e-05,0.431,0.862,0.855,0.368,-12.116,0.064,90.866,0.475,8,76160,49
"Don't Tread on Me (July 6th, 1990, Writing in Progress)",Metallica (Remastered Deluxe Box Set),1991-08-12,19,0mTXYBMTM0L39Un1D1PZao,spotify:track:0mTXYBMTM0L39Un1D1PZao,2.03e-05,0.438,0.86,0.918,0.336,-12.696,0.14,110.964,0.695,8,64805,49
"The Struggle Within (July 6th, 1990, Writing in Progress)",Metallica (Remastered Deluxe Box Set),1991-08-12,20,28crLqciCc6MKWUJ9WjD0h,spotify:track:28crLqciCc6MKWUJ9WjD0h,2.77e-05,0.281,0.898,0.894,0.0351,-12.435,0.111,192.991,0.627,7,42083,49
Blackened (Remastered),...And Justice for All (Remastered),1988-09-07,1,0M1pfDTZGWC7cBuEx3FwwT,spotify:track:0M1pfDTZGWC7cBuEx3FwwT,5.31e-05,0.435,0.853,0.00746,0.13,-7.341,0.124,129.218,0.475,58,402143,60
...And Justice for All (Remastered),...And Justice for All (Remastered),1988-09-07,2,0ep7UTGw3F9VkN9FV52En3,spotify:track:0ep7UTGw3F9VkN9FV52En3,7.11e-05,0.382,0.793,0.147,0.0541,-7.342,0.183,173.583,0.424,53,585506,60
Eye of the Beholder (Remastered),...And Justice for All (Remastered),1988-09-07,3,4pXvTZTJW5idks8XNc43jj,spotify:track:4pXvTZTJW5idks8XNc43jj,0.00327,0.639,0.838,0.00714,0.0834,-8.179,0.0453,122.179,0.588,45,385986,60
One (Remastered),...And Justice for All (Remastered),1988-09-07,4,3sRZqCxbnwiKKPe57WoT6S,spotify:track:3sRZqCxbnwiKKPe57WoT6S,0.000668,0.438,0.687,0.0801,0.42,-9.15,0.0619,103.01,0.426,49,446145,60
The Shortest Straw (Remastered),...And Justice for All (Remastered),1988-09-07,5,3R7ajqVVdwGHAdLL1dK5cl,spotify:track:3R7ajqVVdwGHAdLL1dK5cl,8.87e-05,0.432,0.906,0.0448,0.156,-7.958,0.108,142.767,0.592,44,395101,60
Harvester of Sorrow (Remastered),...And Justice for All (Remastered),1988-09-07,6,3IolN0Ae207i0Fr9IHuNbu,spotify:track:3IolN0Ae207i0Fr9IHuNbu,0.000197,0.656,0.864,0.107,0.281,-7.895,0.0414,93.197,0.617,56,345283,60
The Frayed Ends of Sanity (Remastered),...And Justice for All (Remastered),1988-09-07,7,3GpWAuHTJn6BLzTQBrcBqY,spotify:track:3GpWAuHTJn6BLzTQBrcBqY,5.16e-05,0.483,0.909,0.0512,0.119,-7.296,0.0484,94.816,0.672,43,463158,60
To Live Is to Die (Remastered),...And Justice for All (Remastered),1988-09-07,8,1kI7gQPOHJRrQWMyDvYdUW,spotify:track:1kI7gQPOHJRrQWMyDvYdUW,0.000205,0.432,0.624,0.818,0.0777,-8.976,0.041,104.315,0.388,47,588381,60
Dyers Eve (Remastered),...And Justice for All (Remastered),1988-09-07,9,4bAQzjDk9ONZ8gvm5YKEGE,spotify:track:4bAQzjDk9ONZ8gvm5YKEGE,1.92e-05,0.404,0.948,0.0405,0.0773,-7.252,0.0604,96.789,0.701,48,313045,60
Blackened (Remastered),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,1,30mGnM5QNhzMVmIegDhfFs,spotify:track:30mGnM5QNhzMVmIegDhfFs,5.31e-05,0.435,0.853,0.00746,0.13,-7.341,0.124,129.218,0.475,46,402143,65
...And Justice for All (Remastered),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,2,0Qm8thi5uT13RnpkEV8JJu,spotify:track:0Qm8thi5uT13RnpkEV8JJu,7.11e-05,0.382,0.793,0.147,0.0541,-7.342,0.183,173.583,0.424,45,585506,65
Eye of the Beholder (Remastered),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,3,1WnEyhN7Gdu23DQvUZkQy8,spotify:track:1WnEyhN7Gdu23DQvUZkQy8,0.00327,0.639,0.838,0.00714,0.0834,-8.179,0.0453,122.179,0.588,49,385986,65
One (Remastered),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,4,0LAcM6I7ijW4VVW0aytl1t,spotify:track:0LAcM6I7ijW4VVW0aytl1t,0.000668,0.438,0.687,0.0801,0.42,-9.15,0.0619,103.01,0.426,70,446145,65
The Shortest Straw (Remastered),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,5,2Rn5VhDVELkuB4BjZEVJKr,spotify:track:2Rn5VhDVELkuB4BjZEVJKr,8.87e-05,0.432,0.906,0.0448,0.156,-7.958,0.108,142.767,0.592,48,395101,65
Harvester of Sorrow (Remastered),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,6,7a5jyBpaDWt9q1dEK5n8U2,spotify:track:7a5jyBpaDWt9q1dEK5n8U2,0.000197,0.656,0.864,0.107,0.281,-7.895,0.0414,93.197,0.617,44,345283,65
The Frayed Ends of Sanity (Remastered),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,7,2ZTequNqaDxvv5N7tFrsl9,spotify:track:2ZTequNqaDxvv5N7tFrsl9,5.16e-05,0.483,0.909,0.0512,0.119,-7.296,0.0484,94.816,0.672,45,463158,65
To Live Is to Die (Remastered),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,8,5b0FFCfNvdkB31eEDbbQN1,spotify:track:5b0FFCfNvdkB31eEDbbQN1,0.000205,0.432,0.624,0.818,0.0777,-8.976,0.041,104.315,0.388,39,588381,65
Dyers Eve (Remastered),...And Justice for All (Remastered Deluxe Box Set),1988-09-07,9,7nmvslxDj3o3Y0O0d79A0G,spotify:track:7nmvslxDj3o3Y0O0d79A0G,1.92e-05,0.404,0.948,0.0405,0.0773,-7.252,0.0604,96.789,0.701,39,313045,65
